,dateTime,open,high,low,close,volume
53,2021-12-23 10:08:00.0,17151.85,17155.0,17144.55,17144.55,3800
54,2021-12-23 10:09:00.0,17144.2,17149.9,17143.0,17146.2,3250
55,2021-12-23 10:10:00.0,17146.2,17155.0,17144.2,17144.55,1750
56,2021-12-23 10:11:00.0,17144.55,17148.95,17143.65,17148.4,5800
57,2021-12-23 10:12:00.0,17148.4,17148.4,17142.05,17144.25,2300
58,2021-12-23 10:13:00.0,17143.2,17144.3,17140.0,17140.0,7850
59,2021-12-23 10:14:00.0,17140.0,17140.0,17133.95,17133.95,1100
60,2021-12-23 10:15:00.0,17130.0,17130.35,17121.05,17126.85,6300
61,2021-12-23 10:16:00.0,17126.85,17129.8,17118.0,17118.0,12600
62,2021-12-23 10:17:00.0,17118.0,17120.0,17115.75,17120.0,25800
63,2021-12-23 10:18:00.0,17120.0,17120.0,17115.55,17117.85,5200
64,2021-12-23 10:19:00.0,17120.0,17129.75,17119.55,17129.75,3200
65,2021-12-23 10:20:00.0,17129.75,17132.4,17126.0,17127.3,4300
66,2021-12-23 10:21:00.0,17128.75,17128.75,17119.05,17119.8,5100
67,2021-12-23 10:22:00.0,17119.8,17123.55,17117.2,17123.45,1050
68,2021-12-23 10:23:00.0,17123.45,17123.45,17115.0,17115.0,4550
69,2021-12-23 10:24:00.0,17115.0,17119.9,17111.0,17118.8,2300
70,2021-12-23 10:25:00.0,17118.8,17118.8,17113.2,17115.0,2700
71,2021-12-23 10:26:00.0,17115.0,17115.0,17110.55,17112.05,800
72,2021-12-23 10:27:00.0,17112.05,17117.7,17108.15,17117.7,6500
73,2021-12-23 10:28:00.0,17117.7,17126.75,17114.3,17122.05,3000
74,2021-12-23 10:29:00.0,17122.05,17126.8,17121.0,17124.7,1350
75,2021-12-23 10:30:00.0,17124.7,17124.7,17115.15,17119.65,5050
76,2021-12-23 10:31:00.0,17117.7,17117.7,17115.1,17116.9,550
77,2021-12-23 10:32:00.0,17116.9,17131.45,17116.9,17130.8,1550
78,2021-12-23 10:33:00.0,17130.8,17135.0,17127.15,17135.0,1450
79,2021-12-23 10:34:00.0,17135.0,17136.5,17130.0,17130.05,4150
80,2021-12-23 10:35:00.0,17130.05,17134.6,17127.95,17130.0,2600
81,2021-12-23 10:36:00.0,17130.0,17134.8,17130.0,17134.8,1750
82,2021-12-23 10:37:00.0,17134.8,17135.9,17132.4,17134.95,750
83,2021-12-23 10:38:00.0,17134.95,17140.0,17134.95,17137.3,2000
84,2021-12-23 10:39:00.0,17137.3,17140.0,17137.3,17139.2,3900
85,2021-12-23 10:40:00.0,17139.2,17140.9,17138.0,17138.0,1450
86,2021-12-23 10:41:00.0,17137.9,17138.65,17135.0,17136.05,2200
87,2021-12-23 10:42:00.0,17136.05,17136.05,17128.45,17128.45,2450
88,2021-12-23 10:43:00.0,17128.45,17133.9,17128.45,17132.2,1500
89,2021-12-23 10:44:00.0,17132.2,17132.2,17125.0,17125.0,5050
90,2021-12-23 10:45:00.0,17125.0,17125.0,17118.2,17122.05,1750
91,2021-12-23 10:46:00.0,17122.05,17128.6,17120.65,17126.8,1300
92,2021-12-23 10:47:00.0,17126.8,17126.8,17123.0,17123.0,3400
93,2021-12-23 10:48:00.0,17123.0,17125.25,17123.0,17124.35,200
94,2021-12-23 10:49:00.0,17124.35,17124.35,17114.4,17119.25,3000
95,2021-12-23 10:50:00.0,17119.25,17128.4,17118.5,17128.25,2000
96,2021-12-23 10:51:00.0,17128.25,17132.65,17125.8,17130.0,1600
97,2021-12-23 10:52:00.0,17130.0,17131.0,17128.8,17131.0,600
98,2021-12-23 10:53:00.0,17131.0,17133.7,17128.95,17133.7,600
99,2021-12-23 10:54:00.0,17133.7,17136.5,17133.7,17136.5,1450
100,2021-12-23 10:55:00.0,17136.5,17137.7,17131.9,17133.35,650
101,2021-12-23 10:56:00.0,17133.35,17136.0,17132.95,17136.0,1400
102,2021-12-23 10:57:00.0,17136.0,17140.0,17136.0,17140.0,650
103,2021-12-23 10:58:00.0,17139.6,17139.6,17133.0,17133.0,1250
104,2021-12-23 10:59:00.0,17133.0,17133.75,17133.0,17133.0,2650
105,2021-12-23 11:00:00.0,17133.0,17134.0,17130.0,17134.0,600
106,2021-12-23 11:01:00.0,17134.0,17139.9,17131.65,17139.9,500
107,2021-12-23 11:02:00.0,17139.9,17139.9,17137.0,17137.0,400
108,2021-12-23 11:03:00.0,17137.0,17137.0,17132.0,17132.4,600
109,2021-12-23 11:04:00.0,17132.4,17132.4,17131.0,17131.0,1000
110,2021-12-23 11:05:00.0,17131.0,17135.0,17131.0,17134.05,350
111,2021-12-23 11:06:00.0,17134.05,17134.05,17131.0,17132.5,2300
112,2021-12-23 11:07:00.0,17132.5,17138.0,17132.5,17138.0,400
113,2021-12-23 11:08:00.0,17138.0,17138.0,17137.0,17137.1,500
114,2021-12-23 11:09:00.0,17137.1,17138.75,17136.2,17138.75,350
115,2021-12-23 11:10:00.0,17135.0,17135.0,17134.9,17134.9,450
116,2021-12-23 11:11:00.0,17134.9,17134.9,17131.1,17131.1,650
117,2021-12-23 11:12:00.0,17131.1,17131.1,17123.05,17127.0,5500
118,2021-12-23 11:13:00.0,17127.0,17128.0,17127.0,17127.0,2950
119,2021-12-23 11:14:00.0,17127.0,17127.0,17119.0,17122.65,800
120,2021-12-23 11:15:00.0,17122.65,17122.65,17115.65,17119.95,950
121,2021-12-23 11:16:00.0,17118.8,17118.8,17095.3,17100.75,12400
122,2021-12-23 11:17:00.0,17100.75,17104.35,17096.4,17102.35,3350
123,2021-12-23 11:18:00.0,17102.35,17105.55,17100.0,17105.55,1800
124,2021-12-23 11:19:00.0,17105.3,17108.7,17105.3,17106.0,2600
125,2021-12-23 11:20:00.0,17106.0,17112.15,17106.0,17111.0,1300
126,2021-12-23 11:21:00.0,17111.0,17114.75,17108.0,17108.45,3400
127,2021-12-23 11:22:00.0,17105.05,17108.1,17105.0,17108.1,450
128,2021-12-23 11:23:00.0,17108.0,17108.0,17108.0,17108.0,1000
129,2021-12-23 11:24:00.0,17109.35,17109.35,17105.0,17106.3,2300
130,2021-12-23 11:25:00.0,17106.3,17109.0,17106.3,17108.95,1200
131,2021-12-23 11:26:00.0,17108.95,17112.35,17106.75,17112.35,550
132,2021-12-23 11:27:00.0,17112.35,17118.6,17112.35,17118.0,800
133,2021-12-23 11:28:00.0,17118.0,17118.0,17115.0,17116.45,1800
134,2021-12-23 11:29:00.0,17115.0,17115.0,17109.05,17111.0,2650
135,2021-12-23 11:30:00.0,17111.0,17111.0,17101.25,17101.25,2000
136,2021-12-23 11:31:00.0,17101.25,17107.1,17101.25,17107.1,800
137,2021-12-23 11:32:00.0,17107.1,17115.9,17107.1,17110.0,500
138,2021-12-23 11:33:00.0,17110.0,17112.0,17110.0,17110.0,400
139,2021-12-23 11:34:00.0,17110.0,17113.55,17110.0,17112.7,800
140,2021-12-23 11:35:00.0,17112.7,17115.0,17112.7,17115.0,450
141,2021-12-23 11:36:00.0,17115.0,17126.45,17115.0,17125.0,700
142,2021-12-23 11:37:00.0,17125.0,17126.35,17122.85,17123.25,900
143,2021-12-23 11:38:00.0,17123.25,17123.25,17119.0,17119.0,400
144,2021-12-23 11:39:00.0,17119.0,17119.0,17115.0,17115.85,300
145,2021-12-23 11:40:00.0,17115.85,17115.85,17108.55,17113.05,600
146,2021-12-23 11:41:00.0,17113.05,17117.1,17113.05,17117.1,150
147,2021-12-23 11:42:00.0,17117.1,17122.15,17117.1,17122.15,250
148,2021-12-23 11:43:00.0,17122.15,17122.15,17114.1,17114.1,850
149,2021-12-23 11:44:00.0,17114.1,17120.0,17114.1,17120.0,600
150,2021-12-23 11:45:00.0,17120.0,17130.7,17119.85,17128.6,3350
151,2021-12-23 11:46:00.0,17128.6,17128.6,17123.0,17127.0,750
152,2021-12-23 11:47:00.0,17127.0,17130.2,17125.0,17130.2,600
153,2021-12-23 11:48:00.0,17129.4,17129.4,17124.9,17124.9,1550
154,2021-12-23 11:49:00.0,17124.0,17124.0,17124.0,17124.0,100
155,2021-12-23 11:50:00.0,17124.5,17128.15,17124.0,17128.15,400
156,2021-12-23 11:51:00.0,17128.15,17128.65,17125.0,17128.65,700
157,2021-12-23 11:52:00.0,17128.65,17129.8,17128.3,17129.45,1100
158,2021-12-23 11:53:00.0,17129.45,17134.85,17128.6,17134.25,3100
159,2021-12-23 11:54:00.0,17134.25,17134.25,17131.0,17132.0,350
160,2021-12-23 11:55:00.0,17132.0,17135.0,17130.3,17135.0,1800
161,2021-12-23 11:56:00.0,17135.0,17135.0,17129.1,17129.1,1050
162,2021-12-23 11:57:00.0,17129.1,17132.55,17129.1,17131.95,800
163,2021-12-23 11:58:00.0,17131.95,17131.95,17125.85,17126.85,900
164,2021-12-23 11:59:00.0,17126.85,17131.0,17126.4,17131.0,650
165,2021-12-23 12:00:00.0,17130.0,17138.0,17130.0,17133.05,2700
166,2021-12-23 12:01:00.0,17133.05,17145.0,17133.05,17143.0,2100
167,2021-12-23 12:02:00.0,17143.0,17143.3,17140.0,17143.3,1950
168,2021-12-23 12:03:00.0,17143.3,17145.0,17142.35,17145.0,1300
169,2021-12-23 12:04:00.0,17145.0,17146.7,17143.0,17143.0,1150
170,2021-12-23 12:05:00.0,17143.0,17146.0,17143.0,17144.55,900
171,2021-12-23 12:06:00.0,17144.55,17144.8,17139.35,17142.4,1100
172,2021-12-23 12:07:00.0,17142.4,17142.4,17138.35,17140.95,200
173,2021-12-23 12:08:00.0,17140.95,17142.85,17138.05,17142.65,1200
174,2021-12-23 12:09:00.0,17142.65,17147.55,17141.9,17146.0,2750
175,2021-12-23 12:10:00.0,17146.0,17146.0,17142.05,17142.05,350
176,2021-12-23 12:11:00.0,17142.05,17145.0,17139.9,17145.0,550
177,2021-12-23 12:12:00.0,17145.0,17150.0,17145.0,17150.0,3200
178,2021-12-23 12:13:00.0,17150.0,17150.0,17146.7,17146.7,3300
179,2021-12-23 12:14:00.0,17146.7,17146.7,17142.1,17145.0,1150
180,2021-12-23 12:15:00.0,17141.1,17149.9,17141.1,17148.3,1450
181,2021-12-23 12:16:00.0,17148.3,17150.0,17147.7,17150.0,1450
182,2021-12-23 12:17:00.0,17150.0,17153.0,17150.0,17150.0,4100
183,2021-12-23 12:18:00.0,17150.0,17153.95,17148.55,17152.95,1450
184,2021-12-23 12:19:00.0,17152.95,17154.0,17151.0,17153.45,550
185,2021-12-23 12:20:00.0,17153.45,17153.45,17144.5,17144.5,2350
186,2021-12-23 12:21:00.0,17144.5,17151.45,17144.5,17151.45,1100
187,2021-12-23 12:22:00.0,17151.45,17151.6,17146.15,17146.15,4550
188,2021-12-23 12:23:00.0,17146.15,17150.8,17146.15,17149.2,550
189,2021-12-23 12:24:00.0,17149.2,17157.0,17149.2,17157.0,1300
190,2021-12-23 12:25:00.0,17157.0,17160.0,17154.55,17156.05,3300
191,2021-12-23 12:26:00.0,17156.05,17159.0,17154.15,17157.55,850
192,2021-12-23 12:27:00.0,17157.55,17157.55,17154.9,17155.15,1000
193,2021-12-23 12:28:00.0,17155.15,17155.15,17151.5,17154.85,750
194,2021-12-23 12:29:00.0,17154.85,17158.7,17154.85,17157.75,2000
195,2021-12-23 12:30:00.0,17157.75,17160.0,17157.75,17158.35,1050
196,2021-12-23 12:31:00.0,17158.35,17160.95,17157.85,17160.05,1450
197,2021-12-23 12:32:00.0,17160.05,17163.25,17155.8,17155.8,1450
198,2021-12-23 12:33:00.0,17155.8,17156.95,17150.85,17156.95,2000
199,2021-12-23 12:34:00.0,17156.95,17161.0,17156.95,17161.0,3000
200,2021-12-23 12:35:00.0,17161.0,17161.1,17155.05,17155.05,1000
201,2021-12-23 12:36:00.0,17155.05,17158.65,17152.3,17152.3,2500
202,2021-12-23 12:37:00.0,17152.3,17152.3,17150.0,17150.0,600
203,2021-12-23 12:38:00.0,17150.0,17151.15,17146.15,17147.65,1400
204,2021-12-23 12:39:00.0,17147.65,17156.0,17147.65,17154.95,1350
205,2021-12-23 12:40:00.0,17154.95,17155.55,17153.0,17155.55,2800
206,2021-12-23 12:41:00.0,17153.15,17160.0,17153.15,17160.0,1300
207,2021-12-23 12:42:00.0,17160.0,17160.0,17158.0,17160.0,400
208,2021-12-23 12:43:00.0,17160.0,17160.0,17155.6,17159.4,1900
209,2021-12-23 12:44:00.0,17159.4,17159.4,17157.5,17157.85,650
210,2021-12-23 12:45:00.0,17157.85,17160.0,17154.15,17154.15,2100
211,2021-12-23 12:46:00.0,17156.05,17158.6,17156.05,17158.0,950
212,2021-12-23 12:47:00.0,17158.0,17158.6,17158.0,17158.0,250
213,2021-12-23 12:48:00.0,17158.0,17159.95,17156.3,17158.0,650
214,2021-12-23 12:49:00.0,17158.0,17158.0,17155.0,17157.15,2250
215,2021-12-23 12:50:00.0,17157.15,17157.15,17148.5,17148.5,1450
216,2021-12-23 12:51:00.0,17147.85,17152.0,17146.1,17147.0,2950
217,2021-12-23 12:52:00.0,17147.0,17150.85,17145.15,17150.85,1350
218,2021-12-23 12:53:00.0,17150.85,17154.0,17148.2,17152.1,1350
219,2021-12-23 12:54:00.0,17152.1,17159.05,17152.1,17158.15,1500
220,2021-12-23 12:55:00.0,17158.15,17158.65,17154.85,17155.3,700
221,2021-12-23 12:56:00.0,17155.3,17158.05,17153.2,17155.4,3950
222,2021-12-23 12:57:00.0,17155.4,17156.8,17153.75,17153.75,650
223,2021-12-23 12:58:00.0,17153.75,17154.0,17150.0,17154.0,1800
224,2021-12-23 12:59:00.0,17154.0,17154.0,17153.85,17153.85,600
225,2021-12-23 13:00:00.0,17151.0,17151.0,17148.95,17150.5,600
226,2021-12-23 13:01:00.0,17150.5,17159.9,17149.6,17159.8,2300
227,2021-12-23 13:02:00.0,17159.8,17159.8,17156.35,17158.75,650
228,2021-12-23 13:03:00.0,17158.75,17158.75,17157.0,17157.0,150
229,2021-12-23 13:04:00.0,17157.0,17157.0,17154.0,17156.2,4700
230,2021-12-23 13:05:00.0,17156.2,17158.8,17155.2,17155.2,2300
231,2021-12-23 13:06:00.0,17155.2,17157.0,17153.85,17153.85,2150
232,2021-12-23 13:07:00.0,17153.85,17154.0,17151.2,17154.0,1550
233,2021-12-23 13:08:00.0,17154.0,17155.95,17151.65,17151.65,500
234,2021-12-23 13:09:00.0,17151.5,17155.4,17151.5,17155.4,150
235,2021-12-23 13:10:00.0,17155.4,17155.4,17144.4,17145.5,1500
236,2021-12-23 13:11:00.0,17145.5,17152.0,17145.35,17149.15,1200
237,2021-12-23 13:12:00.0,17149.15,17150.7,17147.95,17150.0,250
238,2021-12-23 13:13:00.0,17150.0,17155.0,17150.0,17153.95,1000
239,2021-12-23 13:14:00.0,17153.8,17158.0,17153.8,17158.0,1400
240,2021-12-23 13:15:00.0,17158.0,17168.35,17156.3,17167.2,3150
241,2021-12-23 13:16:00.0,17167.2,17167.2,17163.3,17164.0,350
242,2021-12-23 13:17:00.0,17164.0,17175.0,17161.6,17174.65,4100
243,2021-12-23 13:18:00.0,17174.65,17183.0,17174.5,17183.0,7700
244,2021-12-23 13:19:00.0,17183.0,17185.0,17181.0,17181.05,2900
245,2021-12-23 13:20:00.0,17182.5,17185.0,17180.45,17184.85,2300
246,2021-12-23 13:21:00.0,17184.85,17184.85,17179.2,17180.4,2350
247,2021-12-23 13:22:00.0,17180.4,17187.95,17180.35,17185.0,4850
248,2021-12-23 13:23:00.0,17185.0,17190.0,17184.9,17188.8,4450
249,2021-12-23 13:24:00.0,17188.8,17197.7,17188.8,17197.7,9900
250,2021-12-23 13:25:00.0,17197.7,17198.8,17193.0,17195.95,5300
251,2021-12-23 13:26:00.0,17195.95,17200.0,17195.0,17195.0,9100
252,2021-12-23 13:27:00.0,17196.85,17196.9,17189.8,17191.0,2200
253,2021-12-23 13:28:00.0,17191.0,17192.0,17188.0,17188.0,1100
254,2021-12-23 13:29:00.0,17188.0,17188.0,17185.65,17188.0,1000
255,2021-12-23 13:30:00.0,17188.0,17188.0,17172.35,17176.0,4850
256,2021-12-23 13:31:00.0,17176.0,17182.95,17176.0,17182.95,2250
257,2021-12-23 13:32:00.0,17182.95,17189.75,17181.95,17185.95,2900
258,2021-12-23 13:33:00.0,17185.95,17185.95,17178.9,17178.9,950
259,2021-12-23 13:34:00.0,17178.9,17182.75,17178.0,17178.05,1900
260,2021-12-23 13:35:00.0,17178.05,17182.0,17178.0,17182.0,950
261,2021-12-23 13:36:00.0,17181.7,17183.95,17178.55,17180.0,1400
262,2021-12-23 13:37:00.0,17180.0,17180.45,17167.4,17170.75,2150
263,2021-12-23 13:38:00.0,17170.75,17171.7,17161.1,17166.0,3750
264,2021-12-23 13:39:00.0,17163.0,17169.5,17163.0,17169.05,1500
265,2021-12-23 13:40:00.0,17169.05,17169.05,17147.6,17150.0,2800
266,2021-12-23 13:41:00.0,17150.0,17155.0,17145.15,17146.85,2450
267,2021-12-23 13:42:00.0,17150.0,17157.75,17149.55,17151.05,2850
268,2021-12-23 13:43:00.0,17151.05,17156.0,17146.4,17156.0,1350
269,2021-12-23 13:44:00.0,17156.0,17156.0,17150.0,17150.0,350
270,2021-12-23 13:45:00.0,17150.0,17155.0,17149.05,17150.35,1650
271,2021-12-23 13:46:00.0,17150.35,17164.4,17150.35,17164.35,2550
272,2021-12-23 13:47:00.0,17164.35,17164.35,17157.05,17158.2,800
273,2021-12-23 13:48:00.0,17158.2,17158.2,17142.2,17142.85,4650
274,2021-12-23 13:49:00.0,17142.85,17149.45,17142.85,17144.8,1050
275,2021-12-23 13:50:00.0,17144.8,17146.75,17138.0,17146.75,4950
276,2021-12-23 13:51:00.0,17146.75,17150.0,17140.4,17150.0,1200
277,2021-12-23 13:52:00.0,17150.0,17154.6,17147.8,17151.05,1850
278,2021-12-23 13:53:00.0,17152.25,17152.25,17147.2,17147.2,200
279,2021-12-23 13:54:00.0,17147.2,17149.4,17147.0,17148.0,1900
280,2021-12-23 13:55:00.0,17148.0,17160.6,17148.0,17157.55,4400
281,2021-12-23 13:56:00.0,17159.65,17160.1,17150.05,17157.65,2950
282,2021-12-23 13:57:00.0,17157.65,17157.65,17154.65,17157.65,600
283,2021-12-23 13:58:00.0,17155.0,17160.95,17155.0,17157.65,1650
284,2021-12-23 13:59:00.0,17157.65,17159.7,17153.0,17154.45,2350
285,2021-12-23 14:00:00.0,17154.45,17159.75,17151.0,17159.75,650
286,2021-12-23 14:01:00.0,17159.75,17159.75,17155.0,17155.0,500
287,2021-12-23 14:02:00.0,17155.0,17160.0,17155.0,17160.0,400
288,2021-12-23 14:03:00.0,17160.0,17161.85,17155.25,17156.35,950
289,2021-12-23 14:04:00.0,17156.35,17157.8,17150.0,17152.2,1200
290,2021-12-23 14:05:00.0,17152.2,17152.2,17140.5,17144.95,2500
291,2021-12-23 14:06:00.0,17144.95,17144.95,17136.0,17137.75,2450
292,2021-12-23 14:07:00.0,17136.0,17136.0,17126.1,17133.55,5800
293,2021-12-23 14:08:00.0,17134.4,17142.0,17134.4,17139.0,3550
294,2021-12-23 14:09:00.0,17139.0,17139.0,17133.85,17133.85,1200
295,2021-12-23 14:10:00.0,17133.85,17136.9,17132.0,17136.9,2900
296,2021-12-23 14:11:00.0,17136.9,17141.2,17135.0,17135.0,4200
297,2021-12-23 14:12:00.0,17132.7,17133.45,17130.0,17131.05,1700
298,2021-12-23 14:13:00.0,17131.05,17138.3,17131.0,17138.3,2000
299,2021-12-23 14:14:00.0,17138.3,17138.3,17132.0,17132.0,950
300,2021-12-23 14:15:00.0,17132.0,17132.0,17123.0,17132.0,2250
301,2021-12-23 14:16:00.0,17132.0,17135.0,17131.0,17131.0,1450
302,2021-12-23 14:17:00.0,17130.6,17130.6,17125.1,17130.0,3750
303,2021-12-23 14:18:00.0,17130.0,17130.0,17125.05,17129.5,900
304,2021-12-23 14:19:00.0,17129.5,17133.0,17126.75,17128.85,1200
305,2021-12-23 14:20:00.0,17128.85,17132.5,17127.0,17131.2,1200
306,2021-12-23 14:21:00.0,17131.2,17137.4,17131.0,17135.8,1250
307,2021-12-23 14:22:00.0,17135.8,17151.55,17133.0,17145.75,4300
308,2021-12-23 14:23:00.0,17145.75,17160.0,17145.75,17153.8,2550
309,2021-12-23 14:24:00.0,17153.8,17155.0,17150.0,17153.1,1050
310,2021-12-23 14:25:00.0,17153.1,17155.0,17147.05,17154.0,1450
311,2021-12-23 14:26:00.0,17154.0,17154.0,17153.1,17153.9,350
312,2021-12-23 14:27:00.0,17153.9,17154.0,17150.0,17150.0,700
313,2021-12-23 14:28:00.0,17150.0,17154.0,17149.2,17154.0,1650
314,2021-12-23 14:29:00.0,17154.15,17159.6,17154.0,17159.6,1200
315,2021-12-23 14:30:00.0,17159.6,17167.75,17157.15,17163.45,3050
316,2021-12-23 14:31:00.0,17163.45,17166.65,17160.95,17162.25,3050
317,2021-12-23 14:32:00.0,17162.25,17162.25,17158.6,17158.6,500
318,2021-12-23 14:33:00.0,17158.6,17158.6,17155.15,17156.2,750
319,2021-12-23 14:34:00.0,17156.2,17157.45,17150.1,17157.45,4350
320,2021-12-23 14:35:00.0,17157.45,17160.5,17155.5,17160.5,1100
321,2021-12-23 14:36:00.0,17160.5,17161.1,17159.4,17160.0,250
322,2021-12-23 14:37:00.0,17160.0,17160.2,17160.0,17160.2,100
323,2021-12-23 14:38:00.0,17160.2,17160.2,17143.95,17143.95,3300
324,2021-12-23 14:39:00.0,17144.0,17144.6,17138.3,17139.6,6150
325,2021-12-23 14:40:00.0,17139.6,17141.75,17130.3,17134.0,4750
326,2021-12-23 14:41:00.0,17134.0,17137.65,17127.0,17127.75,6600
327,2021-12-23 14:42:00.0,17127.75,17135.3,17127.75,17135.3,2200
328,2021-12-23 14:43:00.0,17136.0,17141.0,17136.0,17139.0,850
329,2021-12-23 14:44:00.0,17139.0,17142.4,17138.0,17140.0,400
330,2021-12-23 14:45:00.0,17140.0,17146.55,17140.0,17140.65,550
331,2021-12-23 14:46:00.0,17140.65,17144.0,17140.65,17143.45,750
332,2021-12-23 14:47:00.0,17143.45,17143.45,17140.0,17140.0,500
333,2021-12-23 14:48:00.0,17140.0,17140.0,17135.35,17140.0,650
334,2021-12-23 14:49:00.0,17140.0,17146.5,17140.0,17142.2,1350
335,2021-12-23 14:50:00.0,17142.2,17144.7,17141.4,17144.7,1150
336,2021-12-23 14:51:00.0,17144.7,17144.7,17138.65,17139.0,600
337,2021-12-23 14:52:00.0,17139.0,17139.0,17133.15,17135.0,600
338,2021-12-23 14:53:00.0,17135.0,17138.3,17134.9,17135.6,950
339,2021-12-23 14:54:00.0,17135.6,17140.0,17135.5,17135.75,1300
340,2021-12-23 14:55:00.0,17135.75,17152.0,17135.75,17149.7,2850
341,2021-12-23 14:56:00.0,17149.7,17150.0,17147.8,17147.8,1500
342,2021-12-23 14:57:00.0,17147.8,17150.9,17146.8,17146.8,850
343,2021-12-23 14:58:00.0,17146.8,17146.8,17140.7,17143.5,700
344,2021-12-23 14:59:00.0,17143.5,17148.2,17142.85,17142.85,400
345,2021-12-23 15:00:00.0,17142.85,17159.6,17142.85,17150.0,1750
346,2021-12-23 15:01:00.0,17150.0,17160.0,17150.0,17159.95,1700
347,2021-12-23 15:02:00.0,17159.95,17161.25,17150.15,17155.0,2450
348,2021-12-23 15:03:00.0,17155.0,17159.4,17154.1,17156.95,1200
349,2021-12-23 15:04:00.0,17156.95,17156.95,17145.0,17151.15,2550
350,2021-12-23 15:05:00.0,17150.05,17152.1,17146.2,17149.8,1600
